key, 0, 1, 2, 3, 4, sum
'f', 0.7499628067016602, , , , , 0.7499628067016602
Key.backspace, 0.05864763259887695, 0.06121659278869629, 0.05465435981750488, 0.04332304000854492, 0.04254746437072754, 0.2603890895843506
